pdb_id,binding_affinity_pK
1haa,8.698970004336019
1i32,5.698970004336019
1hbj,8.522878745280337
1g05,8.508638306165727
1jje,8.431798275933005
1fls,7.481486060122112
1e9h,7.455931955649724
1i8j,4.4089353929735005
1jij,8.522878745280337
1jk7,8.522878745280337
1hs6,5.376750709602099
1g5s,7.318758762624412
1jil,8.397940008672037
1iky,8.259637310505756
1ikv,6.2839966563652006
1i72,7.259637310505756
1fvt,7.221848749616356
1ikx,8.154901959985743
1i33,4.1249387366083
1g27,8.154901959985743
1jjt,8.045757490560675
1j7z,7.698970004336019
1jd6,7.3872161432802645
1ie9,10.187086643357144
1j81,7.096910013008056
1hn4,3.8239087409443187
1fwv,3.721246399047171
1fwu,3.6989700043360187
1jd5,6.619788758288394
1j4q,6.443697499232713
1i80,6.4089353929735005
1j80,6.522878745280337
1k3q,6.522878745280337
1g3f,6.366531544420414
1ex8,6.327902142064283
1g7v,6.3979400086720375
1i7z,6.3979400086720375
1ka7,6.221848749616356
1h6e,6.154901959985743
1hiy,3.0809219076239263
1e3g,9.00436480540245
1hn2,6.0
1h8s,5.812479279163537
1j4p,4.991399828238083
1k3n,4.991399828238083
1j4k,4.0
1ih0,5.0
1f90,7.924453038607469
1k1l,6.903089986991944
1fzo,7.886056647693163
1h61,4.886056647693163
1k1n,6.815308569182402
1h62,4.769551078621726
1k03,6.0
1hq5,5.653647025549361
1i9n,8.657577319177793
1ha2,5.537602002101044
1fzm,7.698970004336019
1h60,4.698970004336019
1f47,4.665546248849069
1if8,9.638272163982407
1ii5,6.619788758288394
1joc,4.619788758288394
1k1i,6.578396073130169
1k1j,7.552841968657781
1i8h,4.5376020021010435
1jgl,8.698970004336019
1i9l,8.481486060122112
1i9m,8.481486060122112
1i9o,8.42021640338319
1h9z,5.42021640338319
1i9p,8.4089353929735
1i9q,8.4089353929735
1imx,3.5228787452803374
1if7,10.522878745280337
1ewj,7.494850021680094
1iq1,7.455931955649724
1fl6,7.431798275933005
1ikt,3.3979400086720375
1k1m,7.3979400086720375
1jmq,4.3979400086720375
1ilh,7.3872161432802645
1e3v,4.33970383972927
1fe3,7.330683119433888
1fzk,8.397940008672037
1h6h,5.301029995663981
1k9r,3.3010299956639813
1fdq,7.272458742971444
1i5h,4.275724130399211
1idg,7.187086643357144
1k9q,3.154901959985743
1gny,4.136677139879544
1g6s,5.154901959985743
1fzj,8.096910013008056
1i1e,5.026872146400302
1j4r,7.721246399047171
1f8c,7.3979400086720375
1e66,9.886056647693163
1fsy,6.823908740944319
1g7g,6.6020599913279625
1jzs,6.6020599913279625
1i37,9.568636235841012
1hp0,6.698970004336019
1k9s,6.522878745280337
1fsw,6.494850021680094
1i00,6.337242168318426
1hnn,6.236572006437063
1hqh,6.301029995663981
1f92,6.1938200260161125
1e72,3.2218487496163566
1jp5,9.221848749616356
1h9l,3.1191864077192086
1e6q,3.154901959985743
1g42,3.0132282657337552
1hqg,3.0
1iih,2.886056647693163
1e1x,5.886056647693163
1hdq,5.823908740944319
1f1j,8.795880017344075
1g3c,5.795880017344075
1g3b,5.7447274948966935
1eub,8.721246399047171
1e5j,4.0
1juj,6.962573502059376
1hlk,5.0
1hqf,5.0
1i6v,5.0
1g2k,7.958607314841775
1f2o,1.9065783148377649
1f2p,1.8961962790440432
1e1v,4.920818753952375
1g30,6.853871964321762
1f8e,4.823908740944319
1ga8,1.7958800173440752
1f28,7.795880017344075
1f5k,3.744727494896694
1fm9,9.0
1fpy,6.0
1i48,5.698970004336019
1g5f,2.6363880201078556
1jak,5.568636235841013
1g3d,5.552841968657781
1i43,3.6989700043360187
1iem,7.698970004336019
1iew,4.5934598195660445
1iig,1.5686362358410126
1dxp,7.568636235841013
1i41,4.568636235841013
1hp5,6.552841968657781
1g2o,10.55284196865778
1f9e,8.698970004336019
1g98,5.698970004336019
1g9r,5.698970004336019
1jsv,5.698970004336019
1g7f,5.468521082957745
1hi4,4.494850021680094
1ik4,7.4089353929735005
1f8b,5.3979400086720375
1g3e,5.376750709602099
1hee,5.337242168318426
1k06,5.337242168318426
1k08,5.337242168318426
1f8d,3.3979400086720375
1g2m,7.3979400086720375
1jh1,4.3872161432802645
1jut,7.321481620959886
1f5l,5.275724130399211
1jd0,8.244125144327509
1f9g,1.275724130399211
1g2l,7.2441251443275085
1hv5,8.301029995663981
1hi3,4.1938200260161125
1k1o,6.170696227168975
1g36,7.173925197299173
1efy,8.221848749616356
1jr1,8.221848749616356
1g35,8.136677139879543
1gcz,5.130768280269024
1gag,6.1249387366083
1g32,6.107905397309519
1jtq,8.070581074285707
1jjk,11.05551732784983
1iau,7.096910013008056
1ga9,7.080921907623926
1hyo,4.071604147743286
1hi5,4.036212172654444
1l6y,3.657577319177794
1kkq,6.619788758288394
1i7i,6.698970004336019
1il9,3.3979400086720375
1m5c,6.301029995663981
1kz8,6.080921907623926
1gzg,3.0457574905606752
1h1q,6.0
1i7g,6.0
1kat,6.0
1ld7,8.958607314841775
1il4,2.853871964321762
1ktt,5.823908740944319
1jyi,4.0
1kmv,6.950781977329818
1klg,7.886056647693163
1m5f,7.8297382846050425
1juf,5.853871964321762
1iyl,9.0
1ke8,6.0
1jiz,8.698970004336019
1il5,2.657577319177794
1h1r,5.638272163982407
1lev,5.6020599913279625
1m7q,8.585026652029182
1il3,2.5528419686577806
1m5e,7.696803942579511
1hww,7.698970004336019
1klu,7.6020599913279625
1kak,4.585026652029182
1ld8,8.455931955649724
1ijr,5.443697499232713
1eou,7.443697499232712
1l6s,4.4089353929735005
1hy7,5.388276691992658
1kyn,5.3872161432802645
1hxk,3.3979400086720375
1hty,1.3979400086720375
1gmy,7.346787486224656
1nd5,8.397940008672037
1jg0,5.301029995663981
1ke6,8.244125144327509
1inq,6.268411234813262
1ke5,6.251811972993799
1jdj,2.3010299956639813
1lqf,8.301029995663981
1g9a,5.301029995663981
1g9b,5.301029995663981
1g9c,5.301029995663981
1g9d,5.301029995663981
1k3t,4.1938200260161125
1ke9,6.180456064458132
1mzs,5.154901959985743
1ljt,5.154901959985743
1ke7,8.050609993355087
1m5d,5.036212172654444
1m5b,8.013228265733755
1llb,6.045757490560675
1m7y,10.958607314841775
1lbf,7.853871964321762
1jyc,4.337242168318426
1n4k,10.045757490560675
1lrh,6.823908740944319
1li6,3.795880017344075
1kv2,10.0
1is0,7.0
1gz9,3.5086383061657274
1gzc,3.494850021680094
1esz,6.522878745280337
1gx8,6.366531544420414
1m83,3.3979400086720375
1g50,6.275724130399211
1gui,6.275724130399211
1lhw,9.079876673709276
1lgt,6.096910013008056
1kdk,9.045757490560675
1kl5,5.991399828238082
1kv1,5.935542010773082
1lhv,8.910094888560602
1kzn,8.920818753952375
1kyv,5.920818753952375
1kl3,5.863279432843593
1lek,8.886056647693163
1lhu,8.829738284605043
1guw,5.721246399047171
1m74,7.0
1lgw,4.0
1l5q,3.96657624451305
1jm4,5.0
1jpl,5.0
1leg,7.954677021213342
1k6v,6.920818753952375
1mwt,1.8761483590329142
1h2t,7.886056647693163
1h2u,7.886056647693163
1h79,4.886056647693163
1l5r,4.769551078621726
1h7a,4.721246399047171
1lvc,6.0
1kf0,2.5528419686577806
1mwn,6.698970004336019
1l2z,3.692503962086787
1i8i,7.657577319177793
1l0a,4.621602099051862
1j5i,3.6382721639824074
1k6t,7.619788758288394
1gwr,6.6020599913279625
1mq1,6.585026652029182
1jyq,8.698970004336019
1g85,5.481486060122113
1jq9,8.447331783887806
1lf8,5.455931955649724
1h0a,5.443697499232713
1k6c,7.481486060122112
1k2v,4.443697499232712
1k6p,7.356547323513812
1n5z,4.356547323513813
1jlr,3.332547047110046
1gu3,4.3223930472795065
1fd0,8.397940008672037
1l5s,3.2596373105057563
1li3,4.251811972993799
1kll,5.200659450546418
1jif,6.200659450546418
1lxh,7.187086643357144
1lbk,3.175223537524454
1lkx,5.1487416512809245
1gwq,7.119186407719209
1m48,5.086186147616283
1gni,8.070581074285707
1lxf,4.096910013008056
1lb6,4.075720713938118
1g7q,6.05700040663396
1ez9,5.096910013008056
1kmy,5.096910013008056
1g7p,7.045757490560675
1gnj,7.040958607678906
1li2,4.040958607678906
1l7x,4.036212172654444
1ghy,8.096910013008056
1gj7,7.886056647693163
1izh,7.698970004336019
1gi4,7.187086643357144
1d4h,10.0
1ec2,10.0
1gj6,7.0
1gj8,6.958607314841775
1mto,6.958607314841775
1kuk,3.906578314837765
1m0q,3.886056647693163
1kug,3.795880017344075
1kui,3.7721132953863266
1h1b,9.795880017344075
1ihy,3.744727494896694
1kqb,4.0
1eby,9.698970004336019
1ke3,6.698970004336019
1izi,6.585026652029182
1gzv,6.568636235841013
1gz4,3.6989700043360187
1loq,3.6989700043360187
1kf6,6.698970004336019
1koj,6.698970004336019
1gpn,6.476253533188435
1j01,6.468521082957745
1jqe,6.443697499232713
1m4h,9.522878745280337
1ebz,9.397940008672037
1lol,6.3872161432802645
1gjb,6.346787486224656
1gjc,6.346787486224656
1ksn,9.397940008672037
1gqs,6.301029995663981
1gi6,6.221848749616356
1ew9,3.2218487496163566
1l8g,6.221848749616356
1gvk,3.050609993355087
1h22,9.096910013008056
1ebw,9.045757490560675
1ec3,9.036212172654444
1jq8,5.995678626217358
1fv0,5.928117992693875
1ec1,8.920818753952375
1h2k,2.9208187539523753
1mui,11.886056647693163
1d4i,8.853871964321762
1k4g,5.853871964321762
1kpm,5.798602875679548
1kav,5.823908740944319
1kds,5.769551078621726
1lf3,7.0
1gvw,6.958607314841775
1h5v,3.9318141382538383
1gj5,4.958607314841775
1km3,4.906578314837765
1h1p,4.920818753952375
1jqy,4.920818753952375
1j15,3.844663962534938
1j16,3.844663962534938
1me4,6.835647144215563
1jwt,7.853871964321762
1nde,7.823908740944319
1ghz,4.795880017344075
1lee,7.7447274948966935
1gvu,9.0
1iup,2.537602002101044
1kdw,5.537602002101044
1h4w,4.657577319177793
1m1b,4.657577319177793
1gyy,3.6382721639824074
1g9s,3.607303046740334
1l2s,4.585026652029182
1n1m,5.698970004336019
1ec0,8.494850021680094
1gyx,2.4814860601221125
1gi1,5.468521082957745
1gja,5.42021640338319
1jys,3.5228787452803374
1lf2,7.522878745280337
1gu1,4.522878745280337
1gi7,4.508638306165727
1j14,4.492144128304169
1iiq,7.481486060122112
1h8l,7.468521082957745
1kti,3.431798275933005
1eb1,10.431798275933005
1kc7,5.522878745280337
1it6,8.387216143280265
1k21,8.3767507096021
1ke0,5.376750709602099
1gpk,5.366531544420414
1d4j,8.356547323513812
1h23,8.346787486224656
1m0o,2.309803919971486
1kzk,10.387216143280265
1mhw,7.346787486224656
1ghv,4.346787486224656
1i2s,3.309803919971486
1k22,8.397940008672037
1kfy,5.2839966563652006
1ew8,2.2596373105057563
1g9t,3.279014255846261
1j17,5.218244625347531
1m0n,2.221848749616356
1gi9,5.221848749616356
1gjd,5.221848749616356
1jqd,5.161150909262744
1gvx,7.221848749616356
1ll4,7.221848749616356
1kv5,4.221848749616356
1ghw,4.200659450546418
1me3,7.189767482004916
1los,7.1938200260161125
1h1s,8.221848749616356
1h1h,5.221848749616356
1jcx,5.154901959985743
1k4h,5.113509274827519
1jvu,5.154901959985743
1lor,11.05551732784983
1gi8,5.050609993355088
1gj4,4.070581074285707
1eb2,6.008773924307505
1q6m,7.886056647693163
1q6j,7.795880017344075
1q6n,7.638272163982407
1j1a,7.5376020021010435
1onp,7.522878745280337
1oir,7.494850021680094
1ogu,7.468521082957745
1nq0,10.318758762624412
1mzc,10.221848749616356
1nyx,7.036212172654444
1g3m,10.0
1ouk,9.886056647693163
1n7t,6.823908740944319
1okx,6.795880017344075
1mqd,6.769551078621726
1ms7,6.769551078621726
1pqc,7.0
1kwr,6.6020599913279625
1mqh,6.522878745280337
1q9m,6.481486060122113
1nl4,9.4089353929735
1mqg,6.2839966563652006
1ol2,6.275724130399211
1oyn,6.259637310505756
1kwq,9.207608310501746
1okv,6.167491087293763
1ove,9.130768280269024
1pxl,6.045757490560675
1n94,8.958607314841775
1n95,8.920818753952375
1o5m,8.721246399047171
1nzq,7.958607314841775
1n0t,4.913640169325252
1p2a,7.920818753952375
1q6s,7.920818753952375
1h0w,4.886056647693163
1pxj,4.886056647693163
1h3b,6.85078088734462
1p5e,4.806875401645539
1pmv,6.823908740944319
1q3d,7.823908740944319
1njt,4.823908740944319
1mkd,6.795880017344075
1pxi,4.769551078621726
1m51,4.72584215073632
1o6h,6.730487055782084
1h36,7.7447274948966935
1urc,4.716698771296451
1uom,7.721246399047171
1npw,8.698970004336019
1nhx,5.675717544702308
1n9a,8.657577319177793
1pxk,5.657577319177793
1oiq,5.537602002101044
1mm6,7.698970004336019
1mm7,7.698970004336019
1pyw,7.698970004336019
1ol1,4.6777807052660805
1q41,7.657577319177793
1h01,4.657577319177793
1mqi,7.6283780728239785
1o6q,7.638272163982407
1h3a,6.55129368009492
1h39,6.539102157243452
1h08,4.552841968657781
1h35,7.5376020021010435
1nnk,5.455931955649724
1h3c,6.51427857351842
1h00,4.42021640338319
1q6p,8.522878745280337
1h07,5.522878745280337
1mxu,5.3979400086720375
1my3,5.3979400086720375
1ouy,8.366531544420413
1mqj,5.322393047279507
1rgj,8.309803919971486
1o79,6.391473966422806
1q3w,8.397940008672037
1okw,5.251811972993799
1nmk,8.244125144327509
1npv,8.244125144327509
1pmu,6.229147988357855
1h37,7.229147988357855
1q6t,8.301029995663981
1o0d,8.207608310501746
1onh,8.207608310501746
1oe0,5.161150909262744
1gsz,7.214670164989233
1pmn,8.148741651280925
1pmx,5.142667503568732
1pq6,8.100179497572904
1o6r,7.096910013008056
1ong,8.045757490560675
1nf8,7.823908740944319
1o7o,4.494850021680094
1gx0,4.221848749616356
1nzl,7.154901959985743
1mv0,4.0301183562535
1oeb,6.928117992693875
1q72,6.853871964321762
1qyg,6.853871964321762
1p1n,6.795880017344075
1hk2,6.769551078621726
1usi,6.7447274948966935
1ugy,3.721246399047171
1n4m,6.721246399047171
1ov3,6.721246399047171
1o5p,10.0
1gww,3.58838029403677
1hk3,6.585026652029182
1mrw,9.698970004336019
1g74,6.522878745280337
1o9k,6.468521082957745
1gt3,6.455931955649724
1ms6,9.522878745280337
1gt4,6.522878745280337
1h28,6.522878745280337
1nzv,6.3979400086720375
1usk,6.3979400086720375
1m7d,6.229147988357856
1h24,6.301029995663981
1mh5,9.214670164989233
1njf,6.2076083105017466
1msn,9.09151498112135
1ogx,6.0915149811213505
1ugw,3.0861861476162833
1gt5,6.096910013008056
1ogd,3.0315170514460648
1n8u,6.031517051446065
1n8v,6.031517051446065
1q8u,5.958607314841775
1ugx,5.906578314837765
1ogz,5.853871964321762
1ols,5.818156412055227
1ntv,5.823908740944319
1urg,5.823908740944319
1p1o,5.7594507517174005
1mjj,8.73754891026957
1h25,5.7447274948966935
1n7m,5.707743928643524
1obx,5.721246399047171
1r0p,8.0
1oai,5.0
1r2b,4.943095148663527
1n3w,6.958607314841775
1p1q,4.892790030352131
1i3z,6.882728704344236
1r0x,3.826813731587726
1r10,3.826813731587726
1jws,4.853871964321762
1j19,7.785156151952302
1q8t,4.756961951313706
1oif,7.721246399047171
1p93,7.721246399047171
1gt1,6.0
1lnm,8.698970004336019
1ow4,5.6777807052660805
1hk1,5.638272163982407
1h27,5.6020599913279625
1o9d,5.6020599913279625
1gwv,2.571865205971211
1h26,5.537602002101044
1ngw,7.684029654543083
1oz0,7.698970004336019
1h3h,6.657577319177793
1ofz,4.617982957425132
1mn9,4.619788758288394
1q9d,4.6020599913279625
1nli,3.5850266520291822
1jwm,3.5686362358410126
1m13,7.568636235841013
1uj0,4.568636235841013
1q4k,6.552841968657781
1umw,6.552841968657781
1oko,4.5376020021010435
1uh1,5.481486060122113
1lv8,5.455931955649724
1oba,2.4436974992327127
1nu8,5.42021640338319
1p28,5.42021640338319
1lke,7.519993057042849
1osg,7.522878745280337
1ntk,10.494850021680094
1msm,10.481486060122112
1n0s,7.453457336521869
1r17,6.421360790031928
1olu,4.405607449624573
1oe7,5.522878745280337
1oe8,5.522878745280337
1m7i,5.3979400086720375
1mj7,8.346787486224656
1jwu,5.337242168318426
1lvu,5.318758762624412
1oim,5.318758762624412
1hk4,5.309803919971486
1q4l,7.3979400086720375
1py1,4.3979400086720375
1p7m,4.376750709602099
1olx,4.326979092871104
1ow6,5.3979400086720375
1ow7,5.3979400086720375
1ow8,5.3979400086720375
1pz5,5.3979400086720375
1hk5,5.242603971206976
1q8w,5.2441251443275085
1oqp,7.301029995663981
1mfg,4.301029995663981
1ppx,7.2839966563652006
1pun,7.2839966563652006
1puq,7.2839966563652006
1pus,7.2839966563652006
1gx4,4.275724130399211
1m5w,4.267606240177032
1mrx,7.259637310505756
1mau,11.301029995663981
1p4u,5.301029995663981
1pdq,5.301029995663981
1ucn,5.221848749616356
1ox9,5.210419287835575
1nw5,5.214670164989233
1q5l,3.2218487496163566
1odi,4.207608310501746
1nu1,7.1938200260161125
1o9e,4.180456064458132
1l6m,8.102372908709558
1om9,4.154901959985743
1nw7,5.0915149811213505
1iwq,8.05551732784983
1maw,1.0969100130080565
1gwm,4.096910013008056
1odj,4.096910013008056
1jn2,4.086186147616283
1onz,5.096910013008056
1o3e,7.958607314841775
1o3f,7.958607314841775
1o3g,7.958607314841775
1o2t,7.853871964321762
1j07,7.6777807052660805
1o2q,7.6777807052660805
1lyx,4.5376020021010435
1lzo,4.5376020021010435
1pf8,7.508638306165727
1n46,10.522878745280337
1oyt,7.2441251443275085
1nhg,7.301029995663981
1o3h,7.301029995663981
1o3i,7.301029995663981
1o2h,7.167491087293763
1o39,7.130768280269024
1o3b,7.130768280269024
1o3c,7.130768280269024
1o3d,7.130768280269024
1nz7,7.119186407719209
1nm6,10.045757490560675
1m9n,6.920818753952375
1o2j,6.920818753952375
1o2k,6.920818753952375
1pvn,9.823908740944319
1nnu,6.823908740944319
1o37,6.823908740944319
1o38,6.823908740944319
1nlj,9.795880017344075
1nq7,6.795880017344075
1mpl,3.769551078621726
1o30,6.769551078621726
1o3j,6.769551078621726
1o3k,6.769551078621726
1ony,6.769551078621726
1gz3,3.6989700043360187
1o3p,6.657577319177793
1n7i,6.585026652029182
1o86,9.568636235841012
1n4h,6.552841968657781
1o3l,6.537602002101044
1nms,6.698970004336019
1m2r,6.455931955649724
1n7j,6.431798275933005
1nax,6.431798275933005
1o2o,6.356547323513813
1pbq,6.267606240177032
1iy7,6.1938200260161125
1o6i,3.1870866433571443
1k1y,3.2218487496163566
1qwu,3.2218487496163566
1nc1,6.1249387366083
1o2g,6.119186407719209
1m2p,6.107905397309519
1o2z,6.107905397309519
1m2q,6.096910013008056
1o2n,6.0915149811213505
1nhz,6.075720713938118
1pu7,3.0969100130080562
1pu8,3.0969100130080562
1os0,6.031517051446065
1k27,9.0
1p6d,2.939302159646388
1j37,8.958607314841775
1nfw,8.958607314841775
1nl9,5.958607314841775
1o36,5.958607314841775
1p6e,2.91721462968355
1ms0,2.910094888560602
1o0h,5.920818753952375
1n3i,8.886056647693163
1nfy,8.886056647693163
1nt1,8.886056647693163
1ny0,5.853871964321762
1o2u,5.853871964321762
1o2v,5.853871964321762
1o2w,5.853871964321762
1o2x,5.853871964321762
1o2y,5.853871964321762
1q54,5.853871964321762
1ny2,2.7569619513137056
1lq2,8.769551078621726
1pxh,8.744727494896694
1o32,5.7447274948966935
1o33,5.7447274948966935
1o34,5.7447274948966935
1mf4,7.991399828238082
1p0y,0.9965394678904935
1nu3,4.0
1my4,6.978810700930062
1nc6,8.0
1kr3,5.0
1nc3,5.0
1o35,5.0
1jn4,4.94692155651658
1oyq,6.958607314841775
1mrs,3.958607314841775
1ndv,5.920818753952375
1ph0,6.920818753952375
1pr5,3.9208187539523753
1npz,7.886056647693163
1nhw,4.844663962534939
1n1t,3.853871964321762
1n1v,3.853871964321762
1n51,4.853871964321762
1o2p,4.853871964321762
1lqe,5.821886747685368
1njs,7.823908740944319
1nvs,7.823908740944319
1oss,4.785156151952302
1my2,7.769551078621726
1j36,7.7447274948966935
1nfu,7.7447274948966935
1mcz,3.0
1mq5,9.0
1mxo,9.0
1lf9,12.0
1o8b,2.6777807052660805
1n5r,5.657577319177793
1nhu,5.657577319177793
1nhv,5.657577319177793
1lrt,5.638272163982407
1h0r,3.6989700043360187
1nyy,4.6777807052660805
1nny,7.657577319177793
1owk,7.628932137728263
1pb9,3.6179829574251317
1no9,7.619788758288394
1orw,7.600326278518962
1lpz,7.6020599913279625
1nj1,7.6020599913279625
1pcg,7.6020599913279625
1pa9,4.6020599913279625
1h46,3.5686362358410126
1np0,3.5686362358410126
1owi,7.552841968657781
1lpk,7.552841968657781
1i5r,8.522878745280337
1nfx,8.522878745280337
1pyn,5.494850021680094
1o2s,5.468521082957745
1pq3,7.522878745280337
1mrn,4.522878745280337
1my8,7.455931955649724
1ozv,1.4365189146055892
1no6,4.4089353929735005
1nym,5.3979400086720375
1nwl,2.3872161432802645
1lzq,8.387216143280265
1nl6,11.318758762624412
1jt1,3.3979400086720375
1owh,7.3979400086720375
1ocn,6.3851027839668655
1owj,7.318758762624412
1o1s,7.309803919971486
1ps3,2.283996656365201
1nvq,8.2518119729938
1nj5,7.301029995663981
1nqc,7.301029995663981
1ndw,5.229147988357856
1o0f,5.301029995663981
1pr1,5.301029995663981
1h1d,8.221848749616356
1o2r,5.214670164989233
1owd,8.200659450546418
1ocq,5.187086643357144
1q1m,5.161150909262744
1n3z,4.199282921717615
1owe,6.199970640755866
1nxy,7.1938200260161125
1me7,7.187086643357144
1me8,7.187086643357144
1ndy,6.167491087293763
1pb8,5.153662887870195
1o0m,5.1487416512809245
1p2g,2.1307682802690238
1qx1,2.1249387366083
1ndz,8.113509274827518
1nvr,8.10790539730952
1m2x,4.154901959985743
1mq6,11.154901959985743
1lpg,7.086186147616283
1o0n,4.086186147616283
1n2v,4.080921907623926
1ui0,7.055517327849832
1njj,2.0969100130080562
1o0o,5.096910013008056
1od8,5.096910013008056
1qxk,5.045757490560675
1lqd,8.045757490560675
1uv5,8.301029995663981
1xom,7.958607314841775
1xbc,7.920818753952375
1vjb,7.886056647693163
1xon,10.67778070526608
1vjy,7.638272163982407
1xlx,7.6020599913279625
1q1y,7.698970004336019
1r5g,7.522878745280337
1xm4,10.387216143280265
1xdg,7.301029995663981
1rs4,7.167491087293763
1py2,7.221848749616356
1unh,7.0
1r58,6.958607314841775
1vj5,6.920818753952375
1v0p,6.886056647693163
1rv1,6.853871964321762
1ung,6.795880017344075
1r5h,6.7447274948966935
1rwq,10.0
1unl,6.698970004336019
1oiu,6.6777807052660805
1tkz,6.619788758288394
1xnz,6.619788758288394
1o45,9.602059991327963
1snk,9.602059991327963
1so2,9.568636235841012
1xdd,6.698970004336019
1rsd,6.522878745280337
1pzj,3.494850021680094
1t46,6.431798275933005
1tl1,6.42021640338319
1xor,6.4089353929735005
1o4d,3.5228787452803374
1o4f,3.5228787452803374
1xm6,6.376750709602099
1xp6,9.397940008672037
1tow,6.2441251443275085
1xn0,6.2441251443275085
1o4e,3.3010299956639813
1xp1,9.301029995663981
1tl3,6.200659450546418
1x81,9.187086643357144
1xoq,9.167491087293763
1tkt,6.1487416512809245
1uu3,6.1249387366083
1rhk,9.112945621949043
1tu6,9.080921907623926
1xmu,9.075720713938118
1sj0,9.096910013008056
1ni1,9.045757490560675
1xlz,6.017728766960432
1o41,3.0457574905606752
1pum,3.0457574905606752
1xp0,9.0
1uze,8.896196279044043
1o4k,2.9208187539523753
1xoz,8.920818753952375
1xp9,8.886056647693163
1tqf,5.853871964321762
1utz,5.853871964321762
1rri,5.823908740944319
1ros,8.769551078621726
1xpc,8.769551078621726
1hkm,8.721246399047171
1s9v,4.0
1tlo,4.0
1o46,8.0
1sqb,7.950781977329818
1o4a,6.920818753952375
1tg5,7.920818753952375
1wdy,7.886056647693163
1uyh,4.844663962534939
1uu7,4.853871964321762
1uy9,4.815308569182402
1qxy,4.795880017344075
1uyk,4.767003889607846
1rhq,7.752026733638194
1rhm,5.760700520873107
1w22,6.755722879198157
1qxz,4.721246399047171
1tou,6.0
1uvr,6.0
1uym,6.0
1npa,8.698970004336019
1tve,5.6777807052660805
1o43,5.657577319177793
1o4i,2.638272163982407
1o4p,2.6020599913279625
1hkj,8.585026652029182
1rtl,5.585026652029182
1szm,5.531652669587842
1xos,4.698970004336019
1oq5,7.6777807052660805
1uwh,7.657577319177793
1t49,4.657577319177793
1soj,6.616184634019569
1v3x,7.619788758288394
1q6k,7.585026652029182
1vcj,4.585026652029182
1riw,7.552841968657781
1rrw,4.552841968657781
1vyz,6.5376020021010435
1tkx,7.5376020021010435
1o4b,5.698970004336019
1rhu,8.522878745280337
1tl9,5.522878745280337
1xh3,5.508638306165727
1o4q,2.494850021680094
1o4o,2.4559319556497243
1o4h,2.4436974992327127
1xot,5.42021640338319
1o4r,2.408935392973501
1uyf,4.522878745280337
1t48,3.4559319556497243
1v1k,4.455931955649724
1vyw,7.431798275933005
1rsi,4.42021640338319
1rq2,2.5228787452803374
1o44,8.522878745280337
1r78,8.522878745280337
1uyi,5.3872161432802645
1o4j,2.3565473235138126
1hkk,7.3979400086720375
1uyc,4.3872161432802645
1o49,6.359518563029578
1o48,6.346787486224656
1o47,8.397940008672037
1w4l,8.397940008672037
1t1r,5.3979400086720375
1tv6,5.3979400086720375
1uu9,5.3979400086720375
1v0o,5.259637310505756
1xmy,7.299988937677887
1w51,6.301029995663981
1ppw,4.301029995663981
1rs2,4.301029995663981
1py5,7.292429823902063
1uyg,4.2716462179787715
1u59,7.253365801062421
1okz,8.301029995663981
1v2h,5.301029995663981
1oky,8.187086643357144
1w6j,8.187086643357144
1q0b,5.173925197299174
1uk1,7.221848749616356
1re1,5.213461519502197
1oiy,7.1938200260161125
1oi9,7.161150909262744
1pw6,5.221848749616356
1rhr,8.09963287134353
1w6r,6.153662887870195
1w76,6.153662887870195
1rxp,7.142667503568732
1uy8,4.1249387366083
1pfy,8.154901959985743
1tfz,8.154901959985743
1qxw,5.154901959985743
1t1s,5.154901959985743
1rry,4.096910013008056
1uk0,8.096910013008056
1t4j,5.096910013008056
1rhj,8.03763066432998
1u32,7.013228265733755
1o42,8.045757490560675
1uu8,5.045757490560675
1tfq,7.920818753952375
1xsc,4.301029995663981
1xzx,10.221848749616356
1sr7,10.096910013008056
1toi,4.045757490560675
1utj,3.8416375079047502
1os5,6.853871964321762
1oh4,3.744727494896694
1s3k,6.619788758288394
1vjc,3.580044251510242
1ujk,6.568636235841013
1vjd,3.543633966870957
1nki,6.698970004336019
1s19,9.508638306165727
1utn,3.493494967595128
1ru2,6.494850021680094
1q4x,9.481486060122112
1qy1,6.522878745280337
1toj,3.3872161432802645
1ukh,6.376750709602099
1sqn,9.397940008672037
1xow,9.2839966563652
1udt,9.301029995663981
1tpz,6.1938200260161125
1tq4,6.1938200260161125
1tog,3.2218487496163566
1uho,9.221848749616356
1xb7,6.221848749616356
1uod,3.1079053973095196
1xxh,6.107905397309519
1w9u,6.0915149811213505
1oj5,6.096910013008056
1ujj,6.096910013008056
1t7d,6.026872146400302
1utm,3.0123337350737254
1udu,9.045757490560675
1t29,6.045757490560675
1t7r,5.958607314841775
1oay,5.920818753952375
1ule,5.920818753952375
1u1w,5.853871964321762
1p17,2.8239087409443187
1ryf,8.795880017344075
1qy2,5.7447274948966935
1v11,3.9796387173522922
1rmz,8.0
1vyg,8.0
1xws,8.0
1sbr,5.0
1v1m,3.939302159646388
1pg2,4.958607314841775
1uz8,4.958607314841775
1nlt,4.920818753952375
1v16,3.870310107800699
1vkj,4.853871964321762
1rd4,7.73754891026957
1ru1,4.7447274948966935
1pfu,2.721246399047171
1ux7,3.0
1xt3,5.696803942579511
1uti,5.619788758288394
1q1g,8.568636235841012
1r5w,5.537602002101044
1oau,7.698970004336019
